Time,Angle
0,10.5469
0.02894,7.998
0.05545,3.5156
0.07977,-0.0879
0.1063,-2.0215
0.13119,-2.1094
0.1573,-1.2305
0.18127,-0.2637
0.20731,0.1758
0.22921,0.2637
0.26002,0.1758
0.28357,0.0879
0.31146,0
0.33749,0
0.36314,0
0.38928,0
0.41302,0
0.44079,0
0.46556,0
0.49072,0
0.517,0
0.54181,0
0.56859,0
0.59399,0
0.61964,0
0.63968,0
0.65863,0
0.69666,0
0.72269,0
0.74533,0
0.77364,0
0.79822,0
0.82555,0
0.85107,0
0.87651,0
0.89893,0
0.92789,0
0.95347,0
0.97698,0
1.00518,0
1.03112,0
1.0565,0
1.07461,0
1.10768,0
1.13239,0
1.15668,0
1.18512,0
1.20993,0
1.22818,0
1.25424,0
1.28669,0
1.31018,0
1.33881,0
1.36269,0
1.39005,0
1.4128,0
1.43888,0
1.46739,0
1.4884,0
1.51895,0
1.54316,0
1.56568,0
1.59493,0
1.62222,0
1.64566,0
1.67348,0
1.69868,0
1.72418,0
1.74787,0
1.77501,0
1.79326,0
1.81806,0
1.85383,0
1.87689,0
1.89765,0
1.92947,0
1.95592,0
1.97706,0
2.0065,0
2.03136,0
2.0575,0
2.07743,0
2.11015,0
2.12463,0
2.1612,0
2.18765,0
2.21219,0
2.23857,0
2.26307,0
2.28979,0
2.31303,0
2.33945,0
2.36419,0
2.39291,0
2.41963,0
2.44399,0
2.47003,0
2.49277,0
2.52032,0
2.54345,0
2.57208,0
2.59506,0
2.6228,0
2.64909,0
2.67455,0
2.69305,0
2.72577,0
2.74722,0
2.77154,0
2.80309,0
2.82553,0
2.85435,0
2.87744,0
2.90578,0
2.932,0
2.95549,0
2.98179,0
3.00906,0
3.03121,0
3.05622,0
3.08608,0
3.10999,0
3.1368,0
3.16279,0
3.18858,0
3.21183,0
3.24002,0
3.26417,0
3.29087,0
3.31183,0
